MAC Address,Vendor,Signal Strength (dBm),Last Seen,Channel
2C:57:41:83:32:01,"Cisco Systems, Inc",-89,2025-11-24 16:25:39.284
2C:57:41:83:32:02,"Cisco Systems, Inc",-89,2025-11-24 16:25:39.284
2C:57:41:83:32:03,"Cisco Systems, Inc",-87,2025-11-24 16:25:39.285
2C:57:41:83:32:04,"Cisco Systems, Inc",-89,2025-11-24 16:25:39.285
2C:57:41:83:32:05,"Cisco Systems, Inc",-89,2025-11-24 16:25:39.286
EE:E3:94:FD:6A:73,locally administered,-87,2025-11-24 16:25:39.360
