2025-12-25 11:08:43 [INFO    ]: Starting TShark worker. (main.py:112)
2025-12-25 11:08:43 [INFO    ]: TShark process started successfully. (main.py:121)
2025-12-25 11:08:44 [INFO    ]: Flushing buffers... (main.py:90)
2025-12-25 11:08:45 [INFO    ]: Buffers flushed successfully. (main.py:97)
2025-12-25 11:08:45 [INFO    ]:          92033 function calls (91179 primitive calls) in 0.498 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:1147(daemon)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:455(usesTime)
       22    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       21    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_constants.py:705(__exit__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/posixpath.py:53(normcase)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:129(getLevelName)
       11    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/genericpath.py:157(_splitext)
        2    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        7    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       13    0.000    0.000    0.000    0.000 /home/kali/PycharmProjects/tShark/utils.py:89(<genexpr>)
        7    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_constants.py:648(get_current_thread_id)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:840(filter)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:391(getMessage)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:1765(isEnabledFor)
        2    0.000    0.000    0.000    0.000 {built-in method time.time_ns}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/functools.py:504(lru_cache)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:1096(name)
        2    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.000    0.000 {method 'cursor' of 'sqlite3.Connection' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'sqlite3.Connection' objects}


 (main.py:58)
2025-12-25 11:08:48 [INFO    ]: Flushing buffers... (main.py:90)
2025-12-25 11:08:49 [INFO    ]: Buffers flushed successfully. (main.py:97)
2025-12-25 11:08:49 [INFO    ]:          148583 function calls (147084 primitive calls) in 0.789 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  190/189    0.009    0.000    0.778    0.004 /home/kali/PycharmProjects/tShark/wifi_monitor.py:306(update_tree)
        8    0.000    0.000    0.668    0.084 /usr/lib/python3.13/threading.py:641(wait)
      189    0.008    0.000    0.658    0.003 /home/kali/PycharmProjects/tShark/wifi_monitor.py:324(refresh_status)
      2/1    0.002    0.001    0.656    0.656 /home/kali/PycharmProjects/tShark/main.py:88(flush_buffers)
      189    0.004    0.000    0.544    0.003 /home/kali/PycharmProjects/tShark/utils.py:248(get_wlan_mode)
      189    0.008    0.000    0.536    0.003 /usr/lib/python3.13/subprocess.py:512(run)
      189    0.016    0.000    0.310    0.002 /usr/lib/python3.13/subprocess.py:817(__init__)
      189    0.003    0.000    0.215    0.001 /usr/lib/python3.13/subprocess.py:1178(communicate)
      189    0.017    0.000    0.204    0.001 /usr/lib/python3.13/subprocess.py:2075(_communicate)
  381/188    0.012    0.000    0.159    0.001 /usr/lib/python3.13/queue.py:177(get)
      381    0.004    0.000    0.140    0.000 /usr/lib/python3.13/selectors.py:385(select)
      381    0.134    0.000    0.135    0.000 {method 'poll' of 'select.poll' objects}
      567    0.001    0.000    0.094    0.000 {built-in method builtins.next}
      189    0.002    0.000    0.093    0.000 /home/kali/PycharmProjects/tShark/wifi_monitor.py:310(<genexpr>)
      893    0.002    0.000    0.091    0.000 /usr/lib/python3.13/tkinter/ttk.py:1354(item)
      189    0.006    0.000    0.090    0.000 /usr/lib/python3.13/subprocess.py:1808(_execute_child)
      893    0.004    0.000    0.090    0.000 /usr/lib/python3.13/tkinter/ttk.py:279(_val_or_dict)
     2780    0.088    0.000    0.088    0.000 {method 'call' of '_tkinter.tkapp' objects}
      189    0.013    0.000    0.070    0.000 /usr/lib/python3.13/os.py:657(get_exec_path)
      893    0.008    0.000    0.070    0.000 /usr/lib/python3.13/tkinter/__init__.py:131(_splitdict)
      189    0.002    0.000    0.063    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:867(new_fork_exec)
     4465    0.008    0.000    0.060    0.000 /usr/lib/python3.13/tkinter/ttk.py:313(_tclobj_to_py)
      189    0.053    0.000    0.053    0.000 {built-in method _posixsubprocess.fork_exec}
      189    0.002    0.000    0.053    0.000 /usr/lib/python3.13/tkinter/__init__.py:851(after)
     6199    0.050    0.000    0.050    0.000 /usr/lib/python3.13/tkinter/ttk.py:295(_convert_stringval)
      196    0.004    0.000    0.047    0.000 /usr/lib/python3.13/threading.py:327(wait)
      378    0.036    0.000    0.042    0.000 /usr/lib/python3.13/os.py:712(__getitem__)
      189    0.002    0.000    0.036    0.000 /home/kali/PycharmProjects/tShark/wifi_monitor.py:369(set_button_properties)
      189    0.001    0.000    0.034    0.000 /usr/lib/python3.13/tkinter/__init__.py:1818(configure)
      189    0.003    0.000    0.033    0.000 /usr/lib/python3.13/tkinter/__init__.py:1805(_configure)
     4158    0.005    0.000    0.028    0.000 /usr/lib/python3.13/subprocess.py:1897(<genexpr>)
      189    0.023    0.000    0.026    0.000 /usr/lib/python3.13/tkinter/__init__.py:1686(_register)
      189    0.004    0.000    0.019    0.000 /usr/lib/python3.13/subprocess.py:1704(_get_handles)
      189    0.018    0.000    0.018    0.000 {built-in method time.sleep}
      189    0.005    0.000    0.017    0.000 /usr/lib/python3.13/subprocess.py:1298(_close_pipe_fds)
      189    0.001    0.000    0.017    0.000 /usr/lib/python3.13/tkinter/__init__.py:4021(replace)
      189    0.001    0.000    0.016    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:976(send_process_created_message)
     3969    0.009    0.000    0.015    0.000 /usr/lib/python3.13/posixpath.py:72(join)
      189    0.001    0.000    0.015    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:2020(send_process_created_message)
      189    0.001    0.000    0.013    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_comm.py:377(add_command)
      261    0.003    0.000    0.013    0.000 /usr/lib/python3.13/queue.py:137(put)
      189    0.001    0.000    0.011    0.000 /usr/lib/python3.13/warnings.py:170(simplefilter)
      567    0.001    0.000    0.011    0.000 /usr/lib/python3.13/subprocess.py:1275(wait)
      567    0.002    0.000    0.010    0.000 /usr/lib/python3.13/subprocess.py:2034(_wait)
      189    0.008    0.000    0.010    0.000 /usr/lib/python3.13/warnings.py:188(_add_filter)
      639    0.002    0.000    0.010    0.000 /usr/lib/python3.13/threading.py:398(notify)
      189    0.003    0.000    0.009    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:366(patch_args)
     4158    0.004    0.000    0.009    0.000 /usr/lib/python3.13/os.py:844(fsencode)
      378    0.002    0.000    0.009    0.000 /usr/lib/python3.13/selectors.py:340(register)
      378    0.008    0.000    0.008    0.000 {built-in method _io.open}
      378    0.003    0.000    0.008    0.000 /usr/lib/python3.13/selectors.py:351(unregister)
    14237    0.006    0.000    0.007    0.000 {built-in method builtins.isinstance}
      189    0.006    0.000    0.007    0.000 /usr/lib/python3.13/contextlib.py:145(__exit__)
     1128    0.001    0.000    0.007    0.000 /usr/lib/python3.13/tkinter/ttk.py:1437(set)
      756    0.007    0.000    0.007    0.000 {method 'close' of '_io.TextIOWrapper' objects}
      378    0.003    0.000    0.007    0.000 /usr/lib/python3.13/selectors.py:238(register)
      386    0.006    0.000    0.006    0.000 {method 'release' of '_thread.lock' objects}
      189    0.005    0.000    0.006    0.000 /usr/lib/python3.13/contextlib.py:571(__exit__)
      567    0.006    0.000    0.006    0.000 {built-in method posix.pipe}
      756    0.001    0.000    0.006    0.000 /usr/lib/python3.13/selectors.py:219(_fileobj_lookup)
      378    0.005    0.000    0.005    0.000 /usr/lib/python3.13/os.py:794(encode)
      378    0.002    0.000    0.005    0.000 /usr/lib/python3.13/selectors.py:251(unregister)
      189    0.002    0.000    0.005    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:277(is_python)
      189    0.000    0.000    0.005    0.000 /usr/lib/python3.13/subprocess.py:2021(_try_wait)
      756    0.002    0.000    0.005    0.000 /usr/lib/python3.13/selectors.py:21(_fileobj_to_fd)
      189    0.001    0.000    0.005    0.000 /usr/lib/python3.13/tkinter/ttk.py:1200(get_children)
      756    0.005    0.000    0.005    0.000 {built-in method posix.close}
      756    0.005    0.000    0.005    0.000 {built-in method posix.read}
      189    0.004    0.000    0.004    0.000 {built-in method posix.waitpid}
      378    0.003    0.000    0.004    0.000 /usr/lib/python3.13/contextlib.py:534(callback)
      378    0.002    0.000    0.003    0.000 /usr/lib/python3.13/posixpath.py:176(dirname)
      189    0.002    0.000    0.003    0.000 /usr/lib/python3.13/selectors.py:336(__init__)
      189    0.003    0.000    0.003    0.000 /usr/lib/python3.13/tkinter/__init__.py:1641(_options)
     4538    0.002    0.000    0.003    0.000 /usr/lib/python3.13/posixpath.py:42(_get_sep)
      189    0.000    0.000    0.003    0.000 /usr/lib/python3.13/_collections_abc.py:808(get)
      378    0.001    0.000    0.003    0.000 /usr/lib/python3.13/tkinter/__init__.py:109(_cnfmerge)
      189    0.001    0.000    0.003    0.000 /usr/lib/python3.13/subprocess.py:1978(_handle_exitstatus)
      894    0.002    0.000    0.003    0.000 /usr/lib/python3.13/tkinter/ttk.py:42(_format_optdict)
      189    0.002    0.000    0.003    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_utils.py:248(notify_about_gevent_if_needed)
      189    0.001    0.000    0.002    0.000 /usr/lib/python3.13/subprocess.py:367(_text_encoding)
     1737    0.002    0.000    0.002    0.000 {built-in method builtins.getattr}
     4419    0.002    0.000    0.002    0.000 {method 'encode' of 'str' objects}
      189    0.001    0.000    0.002    0.000 /usr/lib/python3.13/contextlib.py:303(helper)
      378    0.001    0.000    0.002    0.000 /usr/lib/python3.13/subprocess.py:1098(_translate_newlines)
    12673    0.002    0.000    0.002    0.000 {built-in method posix.fspath}
      189    0.000    0.000    0.002    0.000 {built-in method builtins.sum}
      189    0.002    0.000    0.002    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
      756    0.002    0.000    0.002    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
      904    0.002    0.000    0.002    0.000 {method 'split' of 'str' objects}
      189    0.001    0.000    0.002    0.000 /usr/lib/python3.13/selectors.py:206(__exit__)
      189    0.002    0.000    0.002    0.000 {built-in method posix.WIFSTOPPED}
      189    0.002    0.000    0.002    0.000 /home/kali/PycharmProjects/tShark/wifi_monitor.py:326(<genexpr>)
      378    0.002    0.000    0.002    0.000 {method 'join' of 'bytes' objects}
     4543    0.002    0.000    0.002    0.000 {built-in method builtins.hasattr}
      189    0.002    0.000    0.002    0.000 {built-in method _locale.getencoding}
      189    0.000    0.000    0.002    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:42(_get_apply_arg_patching)
      189    0.002    0.000    0.002    0.000 {method 'remove' of 'list' objects}
 1424/120    0.015    0.000    0.001    0.000 {method 'acquire' of '_thread.lock' objects}
     4103    0.001    0.000    0.001    0.000 {built-in method builtins.len}
      759    0.001    0.000    0.001    0.000 /usr/lib/python3.13/subprocess.py:1255(_remaining_time)
      378    0.001    0.000    0.001    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:249(_get_str_type_compatible)
       72    0.001    0.000    0.001    0.000 /home/kali/PycharmProjects/tShark/utils.py:125(parse_time_epoch)
      189    0.001    0.000    0.001    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:294(remove_quotes_from_args)
      189    0.001    0.000    0.001    0.000 /usr/lib/python3.13/subprocess.py:1105(__exit__)
      189    0.001    0.000    0.001    0.000 /usr/lib/python3.13/warnings.py:488(__enter__)
      189    0.001    0.000    0.001    0.000 /usr/lib/python3.13/contextlib.py:108(__init__)
      378    0.001    0.000    0.001    0.000 /usr/lib/python3.13/codecs.py:312(__init__)
      836    0.001    0.000    0.001    0.000 /usr/lib/python3.13/threading.py:318(_is_owned)
     3053    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
      189    0.000    0.000    0.001    0.000 /usr/lib/python3.13/abc.py:117(__instancecheck__)
      567    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
     1272    0.001    0.000    0.001    0.000 {built-in method _tkinter._flatten}
     3969    0.001    0.000    0.001    0.000 {method 'startswith' of 'bytes' objects}
      655    0.001    0.000    0.001    0.000 /usr/lib/python3.13/threading.py:303(__enter__)
       72    0.000    0.000    0.001    0.000 /home/kali/PycharmProjects/tShark/main.py:29(cached_lookup_vendor_db)
      655    0.001    0.000    0.001    0.000 /usr/lib/python3.13/threading.py:306(__exit__)
        1    0.000    0.000    0.001    0.001 /home/kali/PycharmProjects/tShark/utils.py:58(lookup_vendor_db)
      378    0.000    0.000    0.001    0.000 /usr/lib/python3.13/contextlib.py:481(_exit_wrapper)
      189    0.001    0.000    0.001    0.000 /usr/lib/python3.13/selectors.py:213(__init__)
       76    0.000    0.000    0.001    0.000 /home/kali/PycharmProjects/tShark/utils.py:30(normalize_mac)
      570    0.001    0.000    0.001    0.000 /usr/lib/python3.13/selectors.py:66(__len__)
     3969    0.001    0.000    0.001    0.000 {method 'endswith' of 'bytes' objects}
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.13/logging/__init__.py:1510(info)
      378    0.001    0.000    0.001    0.000 <string>:1(<lambda>)
      191    0.001    0.000    0.001    0.000 /usr/lib/python3.13/posixpath.py:166(basename)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.13/logging/__init__.py:1641(_log)
      189    0.001    0.000    0.001    0.000 /usr/lib/python3.13/warnings.py:509(__exit__)
      189    0.001    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
      189    0.001    0.000    0.001    0.000 /usr/lib/python3.13/selectors.py:272(close)
       72    0.001    0.000    0.001    0.000 /home/kali/PycharmProjects/tShark/utils.py:135(decode_wlan_type_subtype)
     1500    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
      189    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
     1311    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.lock' objects}
      765    0.001    0.000    0.001    0.000 /usr/lib/python3.13/queue.py:266(_qsize)
      189    0.001    0.000    0.001    0.000 /usr/lib/python3.13/contextlib.py:485(__init__)
      189    0.000    0.000    0.001    0.000 /usr/lib/python3.13/contextlib.py:136(__enter__)
      189    0.000    0.000    0.001    0.000 /usr/lib/python3.13/os.py:798(decode)
     1082    0.001    0.000    0.001    0.000 {method 'splitlist' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.001    0.001 /home/kali/PycharmProjects/tShark/wifi_monitor.py:299(add_text)
      378    0.001    0.000    0.001    0.000 /usr/lib/python3.13/contextlib.py:479(_create_cb_wrapper)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.13/logging/__init__.py:1667(handle)
       73    0.000    0.000    0.001    0.000 /usr/lib/python3.13/re/__init__.py:183(sub)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.13/logging/__init__.py:1721(callHandlers)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.13/logging/__init__.py:1011(handle)
      197    0.000    0.000    0.001    0.000 /usr/lib/python3.13/threading.py:315(_acquire_restore)
      759    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
        4    0.000    0.000    0.001    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:1768(process_internal_commands)
      261    0.000    0.000    0.001    0.000 /usr/lib/python3.13/queue.py:270(_put)
      189    0.001    0.000    0.001    0.000 /usr/lib/python3.13/subprocess.py:1102(__enter__)
      378    0.000    0.000    0.001    0.000 /usr/lib/python3.13/contextlib.py:552(_push_exit_callback)
      908    0.001    0.000    0.001    0.000 {method 'append' of 'collections.deque' objects}
      189    0.001    0.000    0.001    0.000 /usr/lib/python3.13/subprocess.py:274(_cleanup)
        1    0.001    0.001    0.001    0.001 {method 'disable' of '_lsprof.Profiler' objects}
     1083    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
       78    0.001    0.000    0.001    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.001    0.001 {built-in method _sqlite3.connect}
      189    0.000    0.000    0.001    0.000 /usr/lib/python3.13/subprocess.py:1249(poll)
      378    0.000    0.000    0.001    0.000 /usr/lib/python3.13/queue.py:274(_get)
      655    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
      190    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      573    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      378    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x9f3a38}
        4    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:314(can_exit)
      263    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      567    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/handlers.py:71(emit)
      194    0.000    0.000    0.000    0.000 /usr/lib/python3.13/queue.py:112(empty)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/tkinter/__init__.py:3976(insert)
      378    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:1139(emit)
      189    0.000    0.000    0.000    0.000 {built-in method select.poll}
      189    0.000    0.000    0.000    0.000 {built-in method builtins.id}
      567    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {method 'execute' of 'sqlite3.Cursor' objects}
      197    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
      189    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       73    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       72    0.000    0.000    0.000    0.000 /home/kali/PycharmProjects/tShark/wifi_monitor.py:410(debug_status)
      893    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/tkinter/__init__.py:2115(yview_moveto)
      378    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      378    0.000    0.000    0.000    0.000 {method 'unregister' of 'select.poll' objects}
      384    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      378    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
      189    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_net_command.py:21(send)
      378    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      189    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_constants.py:834(get_global_debugger)
      197    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        4    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:1469(has_user_threads_alive)
      189    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
      197    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:312(_release_save)
      189    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
      189    0.000    0.000    0.000    0.000 /usr/lib/python3.13/warnings.py:462(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:988(format)
        8    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_daemon_thread.py:108(new_threading_enumerate)
      189    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
       78    0.000    0.000    0.000    0.000 {built-in method time.strftime}
      378    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:699(format)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/tkinter/ttk.py:1331(insert)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/handlers.py:189(shouldRollover)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/functools.py:544(decorating_function)
      189    0.000    0.000    0.000    0.000 {built-in method sys.exception}
      189    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_net_command_factory_json.py:459(make_process_created_message)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:1251(emit)
       73    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/__init__.py:330(_compile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/functools.py:36(update_wrapper)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:1626(makeRecord)
      378    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      381    0.000    0.000    0.000    0.000 /usr/lib/python3.13/subprocess.py:1263(_check_timeout)
      378    0.000    0.000    0.000    0.000 /usr/lib/python3.13/subprocess.py:1327(_on_error_fd_closer)
        4    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_utils.py:139(get_non_pydevd_threads)
      378    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:298(__init__)
      570    0.000    0.000    0.000    0.000 /usr/lib/python3.13/selectors.py:276(get_map)
      190    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:1131(flush)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/tkinter/ttk.py:32(_format_optvalue)
      189    0.000    0.000    0.000    0.000 {built-in method posix.waitstatus_to_exitcode}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/tkinter/__init__.py:61(_join)
      189    0.000    0.000    0.000    0.000 /usr/lib/python3.13/subprocess.py:2180(_save_input)
      189    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       72    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:1136(is_alive)
      189    0.000    0.000    0.000    0.000 {built-in method sys.audit}
      189    0.000    0.000    0.000    0.000 /usr/lib/python3.13/selectors.py:63(__init__)
       72    0.000    0.000    0.000    0.000 {built-in method time.time}
      189    0.000    0.000    0.000    0.000 /usr/lib/python3.13/tkinter/__init__.py:2066(__init__)
      189    0.000    0.000    0.000    0.000 /usr/lib/python3.13/subprocess.py:1987(_internal_poll)
      378    0.000    0.000    0.000    0.000 /usr/lib/python3.13/codecs.py:263(__init__)
        4    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      189    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      378    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_log.py:217(debug)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:631(formatTime)
        4    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_comm.py:438(empty)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:1592(findCaller)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/codecs.py:322(decode)
      189    0.000    0.000    0.000    0.000 /usr/lib/python3.13/subprocess.py:487(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/tkinter/__init__.py:66(_stringify)
       12    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:1712(notify_thread_created)
        1    0.000    0.000    0.000    0.000 /home/kali/PycharmProjects/tShark/utils.py:82(is_locally_administered)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:683(formatMessage)
       76    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       16    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_is_thread_alive.py:14(is_thread_alive)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:470(format)
        1    0.000    0.000    0.000    0.000 /home/kali/PycharmProjects/tShark/utils.py:25(normalize_mac_OUI)
      189    0.000    0.000    0.000    0.000 /usr/lib/python3.13/contextlib.py:568(__enter__)
       88    0.000    0.000    0.000    0.000 {method 'is_done' of '_thread._ThreadHandle' objects}
       73    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       76    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       73    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      189    0.000    0.000    0.000    0.000 /usr/lib/python3.13/selectors.py:203(__enter__)
        4    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_daemon_thread.py:36(py_db)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:463(_format)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:197(_is_internal_frame)
        4    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:1587(get_internal_queue_and_event)
