2025-12-25 11:08:43 [INFO    ]: Starting TShark worker. (main.py:112)
2025-12-25 11:08:43 [INFO    ]: TShark process started successfully. (main.py:121)
2025-12-25 11:08:44 [INFO    ]: Flushing buffers... (main.py:90)
2025-12-25 11:08:45 [INFO    ]: Buffers flushed successfully. (main.py:97)
2025-12-25 11:08:45 [INFO    ]:          92033 function calls (91179 primitive calls) in 0.498 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_utils.py:139(get_non_pydevd_threads)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:298(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/functools.py:544(decorating_function)
      254    0.000    0.000    0.000    0.000 /usr/lib/python3.13/tkinter/__init__.py:2066(__init__)
      254    0.000    0.000    0.000    0.000 {built-in method posix.waitstatus_to_exitcode}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/functools.py:36(update_wrapper)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/tkinter/ttk.py:1331(insert)
      146    0.000    0.000    0.000    0.000 {built-in method time.time}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/codecs.py:322(decode)
      166    0.000    0.000    0.000    0.000 {method 'is_done' of '_thread._ThreadHandle' objects}
      254    0.000    0.000    0.000    0.000 /usr/lib/python3.13/subprocess.py:487(__init__)
       15    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:1712(notify_thread_created)
      156    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
      254    0.000    0.000    0.000    0.000 /usr/lib/python3.13/subprocess.py:1102(__enter__)
      151    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:683(formatMessage)
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/tkinter/ttk.py:32(_format_optvalue)
      147    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:1592(findCaller)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/tkinter/__init__.py:61(_join)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:470(format)
      147    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      254    0.000    0.000    0.000    0.000 /usr/lib/python3.13/selectors.py:203(__enter__)
      254    0.000    0.000    0.000    0.000 /usr/lib/python3.13/contextlib.py:568(__enter__)
        5    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_comm.py:438(empty)
      302    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:605(is_set)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/tkinter/__init__.py:66(_stringify)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:463(_format)
        1    0.000    0.000    0.000    0.000 /home/kali/PycharmProjects/tShark/utils.py:82(is_locally_administered)
       20    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_is_thread_alive.py:14(is_thread_alive)
        6    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        5    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_daemon_thread.py:36(py_db)
        5    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:1587(get_internal_queue_and_event)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:677(usesTime)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:197(_is_internal_frame)
        2    0.000    0.000    0.000    0.000 {method 'tell' of '_io.TextIOWrapper' objects}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:1429(current_thread)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:455(usesTime)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:631(clear)
       12    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/posixpath.py:117(splitext)
       10    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:1622(check_output_redirect)
       15    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_constants.py:668(get_thread_id)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       18    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       20    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:167(<lambda>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:129(getLevelName)
        1    0.000    0.000    0.000    0.000 /home/kali/PycharmProjects/tShark/utils.py:25(normalize_mac_OUI)
       15    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_constants.py:702(__enter__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/posixpath.py:53(normcase)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/genericpath.py:157(_splitext)
       15    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_constants.py:705(__exit__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:391(getMessage)
       13    0.000    0.000    0.000    0.000 /home/kali/PycharmProjects/tShark/utils.py:89(<genexpr>)
        9    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:840(filter)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:1147(daemon)
        2    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/functools.py:504(lru_cache)
        5    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_constants.py:648(get_current_thread_id)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:1765(isEnabledFor)
        2    0.000    0.000    0.000    0.000 {built-in method time.time_ns}
        5    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {method 'cursor' of 'sqlite3.Connection' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:1096(name)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.000    0.000 {method 'fetchone' of 'sqlite3.Cursor' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'sqlite3.Connection' objects}


 (main.py:58)
2025-12-25 11:08:57 [INFO    ]: Flushing buffers... (main.py:90)
2025-12-25 11:08:58 [INFO    ]: Buffers flushed successfully. (main.py:97)
2025-12-25 11:08:58 [INFO    ]:          185382 function calls (183423 primitive calls) in 0.968 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  229/227    0.013    0.000    1.004    0.004 /home/kali/PycharmProjects/tShark/wifi_monitor.py:306(update_tree)
      2/1    0.002    0.001    0.874    0.874 /home/kali/PycharmProjects/tShark/main.py:88(flush_buffers)
      227    0.009    0.000    0.824    0.004 /home/kali/PycharmProjects/tShark/wifi_monitor.py:324(refresh_status)
      227    0.004    0.000    0.620    0.003 /home/kali/PycharmProjects/tShark/utils.py:248(get_wlan_mode)
      227    0.009    0.000    0.615    0.003 /usr/lib/python3.13/subprocess.py:512(run)
      227    0.022    0.000    0.357    0.002 /usr/lib/python3.13/subprocess.py:817(__init__)
      227    0.003    0.000    0.243    0.001 /usr/lib/python3.13/subprocess.py:1178(communicate)
      227    0.019    0.000    0.234    0.001 /usr/lib/python3.13/subprocess.py:2075(_communicate)
  458/227    0.014    0.000    0.185    0.001 /usr/lib/python3.13/queue.py:177(get)
      462    0.005    0.000    0.161    0.000 /usr/lib/python3.13/selectors.py:385(select)
      462    0.154    0.000    0.154    0.000 {method 'poll' of 'select.poll' objects}
     3503    0.134    0.000    0.135    0.000 {method 'call' of '_tkinter.tkapp' objects}
      681    0.001    0.000    0.131    0.000 {built-in method builtins.next}
      227    0.003    0.000    0.129    0.001 /home/kali/PycharmProjects/tShark/wifi_monitor.py:310(<genexpr>)
     1241    0.002    0.000    0.127    0.000 /usr/lib/python3.13/tkinter/ttk.py:1354(item)
     1241    0.005    0.000    0.124    0.000 /usr/lib/python3.13/tkinter/ttk.py:279(_val_or_dict)
      227    0.007    0.000    0.111    0.000 /usr/lib/python3.13/subprocess.py:1808(_execute_child)
      227    0.003    0.000    0.105    0.000 /usr/lib/python3.13/tkinter/__init__.py:851(after)
     1241    0.012    0.000    0.100    0.000 /usr/lib/python3.13/tkinter/__init__.py:131(_splitdict)
     6205    0.012    0.000    0.086    0.000 /usr/lib/python3.13/tkinter/ttk.py:313(_tclobj_to_py)
      227    0.014    0.000    0.079    0.000 /usr/lib/python3.13/os.py:657(get_exec_path)
      227    0.003    0.000    0.076    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:867(new_fork_exec)
     8577    0.071    0.000    0.071    0.000 /usr/lib/python3.13/tkinter/ttk.py:295(_convert_stringval)
      227    0.059    0.000    0.059    0.000 {built-in method _posixsubprocess.fork_exec}
  236/235    0.005    0.000    0.055    0.000 /usr/lib/python3.13/threading.py:327(wait)
      454    0.038    0.000    0.046    0.000 /usr/lib/python3.13/os.py:712(__getitem__)
      227    0.003    0.000    0.036    0.000 /home/kali/PycharmProjects/tShark/wifi_monitor.py:369(set_button_properties)
      227    0.001    0.000    0.032    0.000 /usr/lib/python3.13/tkinter/__init__.py:1818(configure)
      227    0.003    0.000    0.031    0.000 /usr/lib/python3.13/tkinter/__init__.py:1805(_configure)
     4994    0.006    0.000    0.031    0.000 /usr/lib/python3.13/subprocess.py:1897(<genexpr>)
      227    0.026    0.000    0.029    0.000 /usr/lib/python3.13/tkinter/__init__.py:1686(_register)
      227    0.022    0.000    0.022    0.000 {built-in method time.sleep}
      227    0.005    0.000    0.022    0.000 /usr/lib/python3.13/subprocess.py:1704(_get_handles)
      227    0.002    0.000    0.019    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:976(send_process_created_message)
      227    0.001    0.000    0.018    0.000 /usr/lib/python3.13/tkinter/__init__.py:4021(replace)
     4767    0.011    0.000    0.017    0.000 /usr/lib/python3.13/posixpath.py:72(join)
      227    0.006    0.000    0.017    0.000 /usr/lib/python3.13/subprocess.py:1298(_close_pipe_fds)
      227    0.002    0.000    0.016    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:2020(send_process_created_message)
      350    0.003    0.000    0.015    0.000 /usr/lib/python3.13/queue.py:137(put)
      681    0.001    0.000    0.015    0.000 /usr/lib/python3.13/subprocess.py:1275(wait)
      227    0.001    0.000    0.015    0.000 /usr/lib/python3.13/warnings.py:170(simplefilter)
      681    0.002    0.000    0.014    0.000 /usr/lib/python3.13/subprocess.py:2034(_wait)
      227    0.012    0.000    0.014    0.000 /usr/lib/python3.13/warnings.py:188(_add_filter)
      227    0.001    0.000    0.014    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_comm.py:377(add_command)
      227    0.003    0.000    0.012    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:366(patch_args)
      454    0.011    0.000    0.011    0.000 {built-in method _io.open}
      454    0.002    0.000    0.011    0.000 /usr/lib/python3.13/selectors.py:340(register)
      227    0.000    0.000    0.010    0.000 /usr/lib/python3.13/subprocess.py:2021(_try_wait)
      804    0.002    0.000    0.009    0.000 /usr/lib/python3.13/threading.py:398(notify)
      227    0.009    0.000    0.009    0.000 {built-in method posix.waitpid}
     4994    0.006    0.000    0.009    0.000 /usr/lib/python3.13/os.py:844(fsencode)
      681    0.009    0.000    0.009    0.000 {built-in method posix.pipe}
      908    0.009    0.000    0.009    0.000 {built-in method posix.read}
        9    0.000    0.000    0.008    0.001 /usr/lib/python3.13/threading.py:641(wait)
      454    0.004    0.000    0.008    0.000 /usr/lib/python3.13/selectors.py:238(register)
    17310    0.007    0.000    0.008    0.000 {built-in method builtins.isinstance}
     1350    0.001    0.000    0.007    0.000 /usr/lib/python3.13/tkinter/ttk.py:1437(set)
      908    0.007    0.000    0.007    0.000 {method 'close' of '_io.TextIOWrapper' objects}
      454    0.007    0.000    0.007    0.000 /usr/lib/python3.13/os.py:794(encode)
      227    0.003    0.000    0.007    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:277(is_python)
      227    0.001    0.000    0.007    0.000 /usr/lib/python3.13/tkinter/ttk.py:1200(get_children)
      454    0.002    0.000    0.006    0.000 /usr/lib/python3.13/selectors.py:351(unregister)
      454    0.004    0.000    0.006    0.000 /usr/lib/python3.13/contextlib.py:534(callback)
      908    0.001    0.000    0.006    0.000 /usr/lib/python3.13/selectors.py:219(_fileobj_lookup)
      464    0.006    0.000    0.006    0.000 {method 'release' of '_thread.lock' objects}
      908    0.005    0.000    0.005    0.000 {built-in method posix.close}
      454    0.001    0.000    0.005    0.000 /usr/lib/python3.13/subprocess.py:1098(_translate_newlines)
      227    0.004    0.000    0.005    0.000 /usr/lib/python3.13/contextlib.py:145(__exit__)
      908    0.002    0.000    0.005    0.000 /usr/lib/python3.13/selectors.py:21(_fileobj_to_fd)
      227    0.003    0.000    0.004    0.000 /usr/lib/python3.13/contextlib.py:571(__exit__)
      227    0.002    0.000    0.004    0.000 /usr/lib/python3.13/selectors.py:336(__init__)
      454    0.003    0.000    0.004    0.000 /usr/lib/python3.13/posixpath.py:176(dirname)
      227    0.003    0.000    0.004    0.000 /usr/lib/python3.13/tkinter/__init__.py:1641(_options)
     1243    0.002    0.000    0.004    0.000 /usr/lib/python3.13/tkinter/ttk.py:42(_format_optdict)
      227    0.000    0.000    0.004    0.000 /usr/lib/python3.13/_collections_abc.py:808(get)
      454    0.001    0.000    0.004    0.000 /usr/lib/python3.13/selectors.py:251(unregister)
      227    0.001    0.000    0.003    0.000 {built-in method builtins.sum}
     5450    0.002    0.000    0.003    0.000 /usr/lib/python3.13/posixpath.py:42(_get_sep)
      454    0.002    0.000    0.003    0.000 /usr/lib/python3.13/tkinter/__init__.py:109(_cnfmerge)
      227    0.001    0.000    0.003    0.000 /usr/lib/python3.13/subprocess.py:367(_text_encoding)
      227    0.003    0.000    0.003    0.000 /home/kali/PycharmProjects/tShark/wifi_monitor.py:326(<genexpr>)
     2249    0.003    0.000    0.003    0.000 {built-in method builtins.getattr}
      227    0.001    0.000    0.003    0.000 /usr/lib/python3.13/contextlib.py:303(helper)
      824    0.002    0.000    0.003    0.000 /usr/lib/python3.13/threading.py:306(__exit__)
     6334    0.003    0.000    0.003    0.000 {built-in method builtins.hasattr}
    15219    0.003    0.000    0.003    0.000 {built-in method posix.fspath}
      681    0.002    0.000    0.002    0.000 {method 'decode' of 'bytes' objects}
      454    0.002    0.000    0.002    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:249(_get_str_type_compatible)
      227    0.002    0.000    0.002    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
      227    0.002    0.000    0.002    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_utils.py:248(notify_about_gevent_if_needed)
     1157    0.002    0.000    0.002    0.000 {method 'split' of 'str' objects}
      227    0.002    0.000    0.002    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:294(remove_quotes_from_args)
     5550    0.002    0.000    0.002    0.000 {built-in method builtins.len}
     5344    0.002    0.000    0.002    0.000 {method 'encode' of 'str' objects}
      227    0.002    0.000    0.002    0.000 {built-in method _locale.getencoding}
      126    0.000    0.000    0.002    0.000 /home/kali/PycharmProjects/tShark/utils.py:30(normalize_mac)
      454    0.002    0.000    0.002    0.000 {method 'join' of 'bytes' objects}
      227    0.001    0.000    0.002    0.000 /usr/lib/python3.13/subprocess.py:1978(_handle_exitstatus)
      227    0.002    0.000    0.002    0.000 {method 'remove' of 'list' objects}
      908    0.002    0.000    0.002    0.000 {method 'replace' of 'str' objects}
     3778    0.002    0.000    0.002    0.000 {method 'append' of 'list' objects}
      227    0.000    0.000    0.002    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_monkey.py:42(_get_apply_arg_patching)
     1041    0.001    0.000    0.002    0.000 /usr/lib/python3.13/threading.py:318(_is_owned)
      227    0.002    0.000    0.002    0.000 /usr/lib/python3.13/warnings.py:488(__enter__)
      227    0.001    0.000    0.002    0.000 /usr/lib/python3.13/subprocess.py:1105(__exit__)
     1697    0.002    0.000    0.002    0.000 {built-in method _tkinter._flatten}
      454    0.001    0.000    0.002    0.000 /usr/lib/python3.13/codecs.py:312(__init__)
      227    0.001    0.000    0.002    0.000 /usr/lib/python3.13/selectors.py:206(__exit__)
      824    0.001    0.000    0.002    0.000 /usr/lib/python3.13/threading.py:303(__enter__)
      123    0.000    0.000    0.002    0.000 /usr/lib/python3.13/re/__init__.py:183(sub)
      227    0.000    0.000    0.001    0.000 /usr/lib/python3.13/abc.py:117(__instancecheck__)
      227    0.001    0.000    0.001    0.000 /usr/lib/python3.13/contextlib.py:108(__init__)
      908    0.001    0.000    0.001    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
      123    0.001    0.000    0.001    0.000 /home/kali/PycharmProjects/tShark/utils.py:125(parse_time_epoch)
     4767    0.001    0.000    0.001    0.000 {method 'startswith' of 'bytes' objects}
      454    0.001    0.000    0.001    0.000 <string>:1(<lambda>)
      123    0.001    0.000    0.001    0.000 /home/kali/PycharmProjects/tShark/utils.py:135(decode_wlan_type_subtype)
     4767    0.001    0.000    0.001    0.000 {method 'endswith' of 'bytes' objects}
      227    0.001    0.000    0.001    0.000 /usr/lib/python3.13/selectors.py:213(__init__)
      454    0.000    0.000    0.001    0.000 /usr/lib/python3.13/contextlib.py:481(_exit_wrapper)
        5    0.001    0.000    0.001    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:1768(process_internal_commands)
     1983    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
      227    0.001    0.000    0.001    0.000 /usr/lib/python3.13/selectors.py:272(close)
      227    0.001    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
      229    0.001    0.000    0.001    0.000 /usr/lib/python3.13/posixpath.py:166(basename)
      227    0.001    0.000    0.001    0.000 /usr/lib/python3.13/warnings.py:509(__exit__)
      227    0.001    0.000    0.001    0.000 {built-in method posix.waitstatus_to_exitcode}
      123    0.001    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
      919    0.001    0.000    0.001    0.000 /usr/lib/python3.13/queue.py:266(_qsize)
      227    0.001    0.000    0.001    0.000 /usr/lib/python3.13/contextlib.py:136(__enter__)
      689    0.001    0.000    0.001    0.000 /usr/lib/python3.13/selectors.py:66(__len__)
      227    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
      227    0.000    0.000    0.001    0.000 /usr/lib/python3.13/os.py:798(decode)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.13/logging/__init__.py:1510(info)
     1649    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.13/logging/__init__.py:1641(_log)
      824    0.001    0.000    0.001    0.000 {method '__enter__' of '_thread.lock' objects}
      227    0.001    0.000    0.001    0.000 {built-in method select.poll}
      227    0.001    0.000    0.001    0.000 /usr/lib/python3.13/contextlib.py:485(__init__)
      353    0.000    0.000    0.001    0.000 {method 'join' of 'str' objects}
      350    0.001    0.000    0.001    0.000 /usr/lib/python3.13/queue.py:270(_put)
      454    0.000    0.000    0.001    0.000 /usr/lib/python3.13/contextlib.py:552(_push_exit_callback)
     1470    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
      227    0.000    0.000    0.001    0.000 /usr/lib/python3.13/subprocess.py:1249(poll)
     1164    0.001    0.000    0.001    0.000 {method 'append' of 'collections.deque' objects}
      454    0.001    0.000    0.001    0.000 /usr/lib/python3.13/contextlib.py:479(_create_cb_wrapper)
      227    0.001    0.000    0.001    0.000 /usr/lib/python3.13/subprocess.py:274(_cleanup)
      237    0.000    0.000    0.001    0.000 /usr/lib/python3.13/threading.py:315(_acquire_restore)
      454    0.000    0.000    0.001    0.000 /usr/lib/python3.13/queue.py:274(_get)
      454    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x9f3a38}
  1749/25    0.014    0.000    0.001    0.000 {method 'acquire' of '_thread.lock' objects}
     1468    0.001    0.000    0.001    0.000 {method 'splitlist' of '_tkinter.tkapp' objects}
      687    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.13/logging/__init__.py:1667(handle)
      129    0.001    0.000    0.001    0.000 {built-in method time.localtime}
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.13/tkinter/ttk.py:1331(insert)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.13/logging/__init__.py:1721(callHandlers)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.13/logging/__init__.py:1011(handle)
      454    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
      123    0.000    0.000    0.000    0.000 /home/kali/PycharmProjects/tShark/wifi_monitor.py:410(debug_status)
      227    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      681    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        5    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:314(can_exit)
     1241    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      454    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/tkinter/ttk.py:32(_format_optvalue)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/tkinter/__init__.py:61(_join)
      454    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.13/tkinter/__init__.py:66(_stringify)
      237    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
      227    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      227    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      454    0.000    0.000    0.000    0.000 {method 'unregister' of 'select.poll' objects}
      237    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      233    0.000    0.000    0.000    0.000 /usr/lib/python3.13/queue.py:112(empty)
      681    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
      460    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      454    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      227    0.000    0.000    0.000    0.000 {built-in method builtins.id}
      454    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
      689    0.000    0.000    0.000    0.000 /usr/lib/python3.13/selectors.py:276(get_map)
        1    0.000    0.000    0.000    0.000 /home/kali/PycharmProjects/tShark/wifi_monitor.py:299(add_text)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/handlers.py:71(emit)
      237    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:312(_release_save)
      227    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
      227    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
      129    0.000    0.000    0.000    0.000 {built-in method time.strftime}
      227    0.000    0.000    0.000    0.000 /usr/lib/python3.13/warnings.py:462(__init__)
       10    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_daemon_thread.py:108(new_threading_enumerate)
      227    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
      227    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_constants.py:834(get_global_debugger)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/logging/__init__.py:1139(emit)
        5    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/pydevd.py:1469(has_user_threads_alive)
      916    0.000    0.000    0.000    0.000 /usr/lib/python3.13/subprocess.py:1255(_remaining_time)
      227    0.000    0.000    0.000    0.000 {built-in method sys.exception}
      123    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/__init__.py:330(_compile)
      227    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_net_command.py:21(send)
      454    0.000    0.000    0.000    0.000 /usr/lib/python3.13/subprocess.py:1327(_on_error_fd_closer)
      227    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_net_command_factory_json.py:459(make_process_created_message)
      454    0.000    0.000    0.000    0.000 /usr/lib/python3.13/codecs.py:263(__init__)
      123    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:1136(is_alive)
      454    0.000    0.000    0.000    0.000 /home/kali/.vscode/extensions/ms-python.debugpy-2025.18.0/bundled/libs/debugpy/_vendored/pydevd/_pydev_bundle/pydev_log.py:217(debug)
      454    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
